wknr	wkname	state	eligibles	eligibles_last	firstvote	firstvote_last	secondvote	secondvote_last	firstvote_valid	firstvote_valid_last	secondvote_valid	secondvote_valid_last	cdu1	cdu1_last	cdu2	cdu2_last	spd1	spd1_last	spd2	spd2_last	lin1	lin1_last	lin2	lin2_last	gru1	gru1_last	gru2	gru2_last	csu1	csu1_last	csu2	csu2_last	fdp1	fdp1_last	fdp2	fdp2_last	afd1	afd1_last	afd2	afd2_last
210	Pirmasens	Rheinland-Pfalz	177697	180540	135081	128753	135081	128753	132232	124668	132714	125594	48707	57201	47466	54877	38006	40180	32815	35108	8037	7486	9495	8172	5540	5059	6160	5960					8862	3446	11786	6344	16992		18648	5461
211	Südpfalz	Rheinland-Pfalz	217624	216137	172369	158661	172369	158661	169999	155116	170401	155844	68583	75748	59309	66523	44223	43385	37292	40537	8016	6308	10974	7538	13500	11064	14788	13172					10200	6217	17559	9677	20929		23190	7584
212	Altötting	Bayern	168222	167160	126774	111846	126774	111846	125537	110861	125909	110861					15477	15921	15513	16797	6059	2832	6658	3241	7625	6030	8635	6394	68435	72915	55419	64998	7070	2293	11209	4365	16447	3669	18305	4496
213	Erding – Ebersberg	Bayern	206077	192385	163366	143626	163366	143626	162240	142543	162608	142697					24130	27233	19946	23670	6418	3712	8352	4178	16599	11377	17768	12587	78212	78991	63526	72850	11890	3125	19408	7322	16689	6385	19367	7395
214	Freising	Bayern	235603	231455	186680	166016	186680	166016	185178	164481	185634	164784					24916	28236	23029	26558	9265	4700	9506	5257	17438	18680	18035	14881	79538	88887	73650	85319	13409	4030	19318	7661	23222	6088	25178	7694
215	Fürstenfeldbruck	Bayern	231971	228174	190809	171489	190809	171489	189290	170187	189842	170400					35455	33713	25930	30862	7697	4543	9630	5121	17241	12830	20885	14955	82603	95234	75625	86764	13662	3754	22005	8398	19349	7938	21938	8985
216	Ingolstadt	Bayern	246357	235284	184087	161027	184087	161027	182471	159784	182840	159667					24798	26660	24423	27909	8817	6388	9830	5796	11515	10554	13204	9936	90383	97729	76234	88710	9313	3230	17157	6850	23718	4509	27671	5635
217	München-Nord	Bayern	226436	225557	173781	155942	173781	155942	172659	154757	173092	155244					44973	48625	28807	38350	10413	5722	14330	7088	22685	15962	29221	21174	55903	66930	49899	57100	16669	5749	26188	12778	12818		14901	7106
218	München-Ost	Bayern	239169	236523	186882	168795	186882	168795	185632	167440	186047	168042					39412	48051	29634	39187	11646	5713	14099	7131	28464	17100	30025	21719	68286	74745	58526	66349	16531	6920	27336	13775	13689		15940	7807
219	München-Süd	Bayern	216725	215368	170440	154146	170440	154146	169369	153171	169770	153397					39878	43571	27508	36877	12611	6027	14687	7341	23324	17407	29545	21440	55875	66513	50674	58097	15310	4650	22569	10727	12934	4661	14584	7082
220	München-West/Mitte	Bayern	241282	239700	193426	174322	193426	174322	192091	173019	192595	173533					44289	49419	30621	41108	13579	7135	16639	8312	31389	22743	35588	27068	64074	73661	57370	64221	17382	6984	26330	12850	12805		14879	7249
221	München-Land	Bayern	233872	233398	197288	180602	197288	180602	196126	179509	196362	179492					31941	36736	27489	35540	7710	3796	9999	5088	26888	19918	24832	17654	85350	94347	73193	84406	18323	6753	30065	14940	16442	7164	18457	8741
222	Rosenheim	Bayern	233688	231069	186501	162958	186501	162958	184945	161622	185456	161811					21884	20229	20967	23966	7034	3932	9453	4688	17307	15125	18573	13631	84982	93964	75181	87569	13748	4272	20309	8040	23993	6571	25698	7792
223	Bad Tölz-Wolfratshausen – Miesbach	Bayern	165228	163940	132621	118741	132621	118741	131256	117187	131817	117859					14791	20112	14455	16918	6922	3480	6514	3140	17808	9357	13592	9364	62466	66141	54787	63502	10702	6071	16344	6929	13005		15407	6842
224	Starnberg – Landsberg am Lech	Bayern	213619	210748	177007	160415	177007	160415	175671	158998	176259	159511					29309	28955	22333	27131	6993	4405	9605	4754	20863	16615	23112	17066	73946	84080	67511	77657	16892	10082	24950	12277	15597	1312	17450	7931
225	Traunstein	Bayern	208525	206868	160611	141456	160611	141456	159219	139912	159568	140330					25657	24570	18943	20875	7143	4117	8499	4193	12970	11973	14681	12334	80055	87598	71213	80351	9034	3313	14596	6139	16276		19183	4597
226	Weilheim	Bayern	166804	165415	134339	119201	134339	119201	133038	117860	133560	118232					19722	19372	15402	18049	6229	3337	7215	3553	12066	8939	12752	9266	63783	67678	57258	62418	9371	3736	13908	6162	13383		16143	6620
227	Deggendorf	Bayern	166659	165957	119459	100308	119459	100308	118392	99414	118755	99529					20612	16066	16916	16700	4955	3024	5892	3367	5342	4450	5528	4370	52167	60975	48183	55877	4707	1950	8968	3810	20438	3205	22765	3985
228	Landshut	Bayern	249185	246103	192967	167952	192967	167952	191229	166339	191694	166761					25968	27100	25091	26720	6866	4832	9269	5074	12513	13785	13856	11181	75701	96356	75522	89865	16299	5038	19363	7840	24078		28059	6007
229	Passau	Bayern	176849	175517	131355	111024	131355	111024	130172	109795	130571	110115					24611	21558	19710	20349	6246	3541	7357	4139	7248	5693	8393	6590	61835	65598	52937	59369	7900		11918	4945	18328	3451	20968	4320
230	Rottal-Inn	Bayern	168564	168478	124323	107566	124323	107566	123057	106298	123504	106649					17782	17056	15779	16066	4852	2756	5502	2840	6061	5073	6460	5242	55365	65095	52778	62705	8627	2179	11191	4344	18433	3129	20381	3827
231	Straubing	Bayern	172975	173773	129426	111537	129426	111537	128048	110370	128207	110549					21523	19400	17511	17790	4765	2757	5589	3297	4601	3582	5845	4324	60975	67579	53711	63887	5669	2596	10307	4653	19263	3662	23580	4375
232	Amberg	Bayern	215218	215146	169499	151021	169499	151021	167846	149479	168203	149736					25580	31253	26079	29036	7461	4909	8948	5052	11611	7365	11997	8997	80075	87248	71731	80073	8392	3148	12854	5633	18789		21540	5273
233	Regensburg	Bayern	252910	248820	198800	171954	198800	171954	196902	170560	197663	170639					32863	37541	28583	32902	11760	5839	13260	6617	18347	14202	20333	15759	78868	82648	74720	82556	12254	6830	17716	7835	23273	6229	25628	7000
234	Schwandorf	Bayern	216003	216389	162561	141364	162561	141364	159087	140117	161282	139800					38463	34716	26123	27066	7929	3820	7339	4505	6172	4516	7302	5927	77091	80840	66827	76453	7392	2430	10609	4701			28007	4575
235	Weiden	Bayern	167658	170403	130522	118903	130522	118903	128185	117789	129339	117710					28612	25881	24627	26484	5677	3117	6203	3982	4551	4531	6427	5072	59287	64930	55691	62126	5269	1735	8480	3953		2855	17407	4243
236	Bamberg	Bayern	181535	179923	145235	126869	145235	126869	144134	125874	144418	125949					29474	28794	22530	24924	7504	4365	9350	5143	13196	10283	14280	11267	60675	65723	56141	61546	9364	4252	13774	6073	16603	4222	18394	5211
237	Bayreuth	Bayern	163610	164828	127225	115659	127225	115659	126158	114472	126522	114804					26780	29344	23194	26676	5475	3246	7020	3783	8936	7189	9995	7803	58667	63936	53064	56846	8368	3133	11369	5539	11844	3569	13564	4435
238	Coburg	Bayern	159613	162587	123215	113159	123215	113159	121692	112163	122179	112138					32167	36370	27554	31297	6309	3739	6897	4468	7130	4327	8154	6380	55078	56302	48406	52429	5883	1850	9968	4506	12753	3178	14210	4776
239	Hof	Bayern	167279	172085	126945	117057	126945	117057	125853	115979	125791	115869					29640	33146	27776	30817	5553	5206	7186	5566	5935	6396	6989	6244	59181	63895	48772	54357	4718	1512	9889	4381	14897	4133	16606	5063
240	Kulmbach	Bayern	170332	172449	135075	122307	135075	122307	133673	121082	133911	121100					21493	27587	23676	26030	5057	3616	6426	4392	5880	4845	7967	6396	74105	68903	58108	63378	5381	1996	10334	4513	15497	3829	18000	4800
241	Ansbach	Bayern	243106	243643	185988	166555	185988	166555	183908	164872	184421	165097					33756	38331	31464	36690	11178	6202	12208	6368	13946	9665	16239	13771	81435	87922	74428	78640	7661	7454	13825	7619	19397		21734	5950
242	Erlangen	Bayern	180176	179506	148057	135186	148057	135186	147158	134323	147370	134249					30957	35377	25579	32638	8633	5611	11115	5840	16180	11980	19862	15395	62772	65151	52412	55940	8713	2990	14973	7440	11670	4393	13953	5590
243	Fürth	Bayern	254300	253603	198764	178211	198764	178211	197021	176841	197343	176707					45054	47936	37088	44485	13299	7524	15443	8816	19088	14595	20541	16126	78558	86997	69468	75595	10616	3239	17545	8251	20968	5588	23032	7824
244	Nürnberg-Nord	Bayern	192214	193031	146205	132674	146205	132674	144923	131621	145304	131647					37068	41666	26456	35310	14511	8099	16962	9311	18463	13336	21909	17444	45340	51829	40106	45748	10379	3556	15412	7150	13398	4417	14503	5906
245	Nürnberg-Süd	Bayern	181809	185799	132085	121814	132085	121814	130675	120657	130978	120575					34621	38942	27467	34363	10772	6038	11640	6948	10163	8165	12166	9705	46511	53519	40882	48881	7632	2192	11199	5087	17270	4498	18679	5737
246	Roth	Bayern	226731	226102	185907	168765	185907	168765	184176	167199	184545	167453					37916	46200	34036	41107	8886	6064	11637	6394	14465	11142	17883	14247	81867	84618	69739	76181	8584	5371	16025	7467	18924		21357	6533
247	Aschaffenburg	Bayern	183201	184171	144896	131310	144896	131310	142833	128900	143378	129346					23655	32308	25192	28408	6830	3641	8696	4691	13140	10284	13430	11135	68670	67591	54983	61741	11376	4199	15605	7003	14985		16634	5263
248	Bad Kissingen	Bayern	214956	217994	171210	155355	171210	155355	169410	153533	169903	153622					32388	30564	26907	27931	9071	6930	10088	6946	11988	12127	11360	9874	86602	88911	75793	82760	9507	4391	15081	7342	17770		19653	4988
249	Main-Spessart	Bayern	195908	197762	157180	143137	157180	143137	155369	141113	155959	141430					35147	32812	28900	30486	7525	4426	8569	4839	11050	8810	11939	9972	72397	73001	65243	69953	7692	3632	13718	6413	14077	4652	16856	5583
250	Schweinfurt	Bayern	198521	200150	156173	141275	156173	141275	154270	139562	154940	139859					26346	32190	26163	28872	12091	7514	10422	6940	11466	8052	11716	9903	73901	76548	63674	71264	9508	2921	13790	5906	17197		18904	4665
251	Würzburg	Bayern	225057	226597	182986	166593	182986	166593	181281	165229	181902	165271					33928	42136	32123	37225	10130	5374	12932	6637	25357	16454	23718	19311	76512	80776	67583	74187	14579	5323	18812	8485	13877	4831	15769	6388
252	Augsburg-Stadt	Bayern	210524	208231	153230	133378	153230	133378	151643	132024	152057	132266					29285	33145	24112	29328	12850	6408	13649	7391	21062	14568	18782	13940	52769	58622	48422	57699	9191	4511	15149	6187	20170	6301	21013	7136
253	Augsburg-Land	Bayern	248196	244203	199076	176239	199076	176239	197254	174639	197838	175010					27811	30879	25237	30126	7232	5177	9737	5631	14784	12067	17448	12670	94252	105841	81831	93973	11975	3974	20564	8134	24304	7912	27042	9040
254	Donau-Ries	Bayern	190781	189974	147865	131055	147865	131055	146452	129495	146826	129758					26561	22858	20289	21616	6197	5797	6686	4260	9436	8153	10102	7773	68768	78524	63640	72065	7322	3170	13440	5824	18797		21588	5433
255	Neu-Ulm	Bayern	239662	237651	182035	161614	182035	161614	180366	159917	180762	160366					26423	29420	24818	29023	7855	5546	9274	5958	16511	12505	14898	10417	80501	91961	72098	84598	10781	4377	18622	7485	24613	7521	27326	8986
256	Oberallgäu	Bayern	225952	224278	176432	155635	176432	155635	175196	154104	175341	154551					21451	26722	21725	24776	8264	5530	10130	5574	16162	13011	19791	14329	88357	93494	72853	80902	12262	5501	18935	8749	16826		18528	6695
257	Ostallgäu	Bayern	246852	244541	191581	167668	191581	167668	189888	166212	190159	166340					21610	25009	23042	24971	10153	4731	10387	5270	16536	10039	16210	11785	93431	99333	79932	91664	10627	2847	19901	7677	24018	6842	25383	7991
258	Stuttgart I	Baden-Württemberg	194368	191191	160832	152546	160832	152546	159674	151248	159974	151500	51116	63465	46243	56794	20511	25050	23350	31766	10409	5824	14830	9432	47430	41522	31283	26534					13399	3894	26203	12548	10646	4151	11455	6281
259	Stuttgart II	Baden-Württemberg	182501	183064	138974	134355	138974	134355	137616	132835	137803	133041	46066	58222	40071	52323	25438	34690	23424	30469	12307	6633	12538	8902	21789	18505	21037	18341					11924	3594	19155	8920	14329	4497	14894	6047
260	Böblingen	Baden-Württemberg	245680	241596	196593	186565	196593	186565	194279	184209	194896	184719	75318	99752	69009	86453	38057	43803	30276	37047	9731	7473	10433	8080	23206	17245	24768	19091					24866	6352	29511	13170	21825		22854	9432
261	Esslingen	Baden-Württemberg	168715	166975	135479	129700	135479	129700	134112	128425	134380	128536	53661	65825	44747	57598	25696	32379	22579	28205	7852	4788	8361	5862	20501	14236	19565	15483					11657	2474	18512	7859	14390	3871	14692	5835
262	Nürtingen	Baden-Württemberg	206806	205756	168091	160053	168091	160053	166286	158373	166609	158426	65566	80710	56106	72844	31656	40013	25191	31499	7978	5205	9132	6533	24540	15685	23673	18435					16389	3997	24922	10880	19833	5055	20544	7599
263	Göppingen	Baden-Württemberg	178409	179130	137587	132632	137587	132632	135457	130711	135938	131103	50891	64095	45285	60058	29728	31646	23922	28435	5994	4710	6881	5569	16421	14010	16749	13275					12491	4393	17187	7646	19585	6891	19956	8259
264	Waiblingen	Baden-Württemberg	223264	221739	178352	171509	178352	171509	176407	169399	176892	169859	64958	87082	58371	77461	33898	38908	28146	34086	8626	6211	9881	7663	21542	17838	21539	17511					23568	6354	28617	13327	21863	6503	22870	9160
265	Ludwigsburg	Baden-Württemberg	218071	215500	175313	167399	175313	167399	173537	165101	173985	165829	66430	83591	57999	73263	30971	34850	28546	35099	9487	7887	10451	7748	24702	22171	24000	19364					17691	5275	25538	11486	20158		19780	8481
266	Neckar-Zaber	Baden-Württemberg	229280	226751	185747	177134	185747	177134	183768	174280	184220	175258	73445	92693	60708	79372	36201	45962	30344	36849	8433	7697	9696	7271	23024	16474	24219	18551					16141	5404	27061	11799	23126		24124	9703
267	Heilbronn	Baden-Württemberg	242555	241656	185702	173772	185702	173772	183105	170887	183282	171590	64588	87777	58754	78544	42454	46231	32494	37933	8448	7554	10520	8138	14920	12771	19015	14662					17566	6178	23879	10927	28574		30088	9271
268	Schwäbisch Hall – Hohenlohe	Baden-Württemberg	225601	224384	171424	158389	171424	158389	169523	155765	169459	156233	68589	81427	58085	72835	31381	35728	27441	31230	7292	6626	9566	7535	21392	15569	20433	15641					14206	6128	21590	10355	22862		24801	7799
269	Backnang – Schwäbisch Gmünd	Baden-Württemberg	176967	175434	136725	130255	136725	130255	134791	127787	135304	128608	55592	70748	47586	62236	26969	31673	22296	26198	7579	5079	7999	5454	15216	10439	15481	11657					10882	3541	16719	7420	17786		19437	7268
270	Aalen – Heidenheim	Baden-Württemberg	221916	222959	170201	162969	170201	162969	167583	160110	168210	160933	77750	92293	64216	79409	35172	39464	31348	35861	8678	7929	9233	7483	16116	12402	18420	13532					10218	2857	17707	7267	18445		20614	7255
271	Karlsruhe-Stadt	Baden-Württemberg	208868	205735	161955	150050	161955	150050	160310	148111	160690	148606	45814	58452	44764	55791	37880	43866	27078	33785	12110	7254	15376	8933	28233	20337	29366	22263					13841	4714	19201	8978	16021	5983	16712	8334
272	Karlsruhe-Land	Baden-Württemberg	209741	209733	168894	159992	168894	159992	166835	157255	167216	158105	67491	83848	59234	73805	32882	40735	28588	33416	7627	5896	9116	6461	19078	12298	20489	15175					15138	4490	21441	9553	19512		20887	9473
273	Rastatt	Baden-Württemberg	206651	207555	157231	148159	157231	148159	154874	145646	155235	145957	68253	77850	58793	71752	29484	33482	26374	30043	7122	5073	8367	6055	16951	12233	17766	13223					11142	4527	17843	8436	18852	7021	19700	8397
274	Heidelberg	Baden-Württemberg	217934	215943	179138	168177	179138	168177	177568	166319	177832	166406	58020	68061	53139	62331	46217	50850	32806	38915	10751	6892	14812	9413	29663	20392	30491	24601					11769	5180	22556	11626	15805	8143	16849	10219
275	Mannheim	Baden-Württemberg	197283	198525	144071	137796	144071	137796	142571	135167	142721	135744	41809	53819	38743	47598	39795	43736	30309	37367	10493	8951	12989	10227	18739	16544	18802	15047					9835	3772	16050	7427	17831		18308	8148
276	Odenwald – Tauber	Baden-Württemberg	211065	213424	163339	155585	163339	155585	161211	153285	161214	153246	75529	90624	64205	79516	30849	32696	27175	30269	8421	5158	8905	6379	11090	9019	13641	10984					11419	2807	17562	7956	21849	6280	22288	7994
277	Rhein-Neckar	Baden-Württemberg	197972	197424	156418	147782	156418	147782	154404	145554	154652	145747	57790	72271	51796	63876	36886	37724	28486	32456	8010	5824	9737	6959	14791	12031	17687	13912					12571	3709	18933	9444	20176	6675	20942	8786
278	Bruchsal – Schwetzingen	Baden-Württemberg	196426	195953	154621	145107	154621	145107	152357	142639	152694	143035	63167	73944	53147	66656	29683	35252	26560	30861	7016	5345	8674	6357	12641	9678	15500	11696					10255	3966	18180	8133	21960	6277	22794	8700
279	Pforzheim	Baden-Württemberg	219577	219976	167982	159491	167982	159491	165971	157197	166072	157396	60474	77737	54360	70997	31611	36059	27102	31788	7729	6435	8952	7248	16016	12539	17868	14081					19760	9064	22643	11171	26172	8045	27105	11379
280	Calw	Baden-Württemberg	198020	197679	153488	145151	153488	145151	151717	142709	151600	143270	65675	83514	56330	73263	25601	28892	21830	25285	6832	6094	7759	5948	13284	10036	14990	10946					14153	4072	21646	9194	21427		22714	9013
281	Freiburg	Baden-Württemberg	222308	219472	180872	168260	180872	168260	179357	166534	179518	166579	50250	58106	50422	59007	40644	50004	31448	36791	13172	8083	20165	13105	46110	34762	37999	33044					9545	3182	16721	8059	12983	4207	14101	6384
282	Lörrach – Müllheim	Baden-Württemberg	231734	229316	177483	164341	177483	164341	175443	162043	175691	162202	69143	81205	60508	70888	36978	39902	31242	35328	8855	6305	10898	7856	26244	19468	27015	20593					15270	3856	19449	9159	16851	5819	18457	8267
283	Emmendingen – Lahr	Baden-Württemberg	218613	215623	168475	153869	168475	153869	166359	150615	166443	151269	62478	78797	59782	69272	39473	39772	29732	32131	8691	7002	9588	7016	18537	17368	22818	18293					14276	2742	17624	7749	18027		19139	6823
284	Offenburg	Baden-Württemberg	205551	205119	155717	145259	155717	145259	153595	142873	153635	142822	73925	80083	57030	68973	26531	28862	25404	27448	8263	6083	8412	6762	19382	14111	21221	15311					9595	3063	16932	8140	15899	5563	17799	7743
285	Rottweil – Tuttlingen	Baden-Württemberg	199227	199241	152006	143449	152006	143449	150021	140930	150048	141168	64551	81517	57094	72998	23854	25044	21957	24757	5825	5290	7128	5601	14299	10546	15303	10385					16255	4714	20302	9025	19543	7112	20927	8214
286	Schwarzwald-Baar	Baden-Württemberg	165041	166191	125344	119181	125344	119181	123678	117366	123726	117345	58149	66505	46812	57912	20672	22211	19335	22414	5346	4144	6608	4860	12085	8984	15113	10613					10438	2946	15123	6933	14068	4603	15348	6697
287	Konstanz	Baden-Württemberg	205618	202393	158733	147557	158733	147557	156973	145650	157257	145816	70255	75524	52221	63563	26371	27956	24483	29504	10994	5980	11303	7295	21039	19322	25182	18446					11459	5476	20709	10735	14997	5852	16188	8027
288	Waldshut	Baden-Württemberg	177805	177313	136590	128808	136590	128808	135051	126441	135128	127036	56525	65009	53065	62610	32521	35359	22122	24130	6767	5613	7370	5482	16029	12768	18842	13987					8402	4184	14647	7307	12387		13299	5979
289	Reutlingen	Baden-Württemberg	199932	199091	157646	150014	157646	150014	155803	148131	156066	148022	63493	76870	53877	68394	23397	29859	23322	28558	9710	5966	9542	7089	22309	18399	21695	16195					15532	5665	21425	10441	18703	6435	20174	8245
290	Tübingen	Baden-Württemberg	196487	193188	159803	149768	159803	149768	158176	147979	158407	148281	56448	69354	48828	61889	27323	30160	24866	30417	13862	9589	15100	9820	30193	24477	28521	21978					12506	3358	18720	8208	13683	5081	15885	6815
291	Ulm	Baden-Württemberg	222673	220702	177454	167199	177454	167199	175432	165046	175842	165468	74844	85984	64983	80370	35452	39321	27887	33432	8103	6012	9975	7087	20990	16041	24161	17023					14172	4371	20272	8662	18731	5989	20430	7839
292	Biberach	Baden-Württemberg	167025	163772	131713	121718	131713	121718	130078	119587	130272	120088	57823	70540	56162	67567	22044	23786	16557	17814	4907	4013	5997	4075	17589	10754	14729	10887					9775	2567	14323	5851	14640		16235	5072
293	Bodensee	Baden-Württemberg	172783	171016	137152	128696	137152	128696	135791	126766	135934	127209	56165	68333	50422	61961	24451	26105	19319	23125	7185	5749	8313	5629	18810	14224	20012	14955					11999	4955	17952	8086	14078		14163	5689
294	Ravensburg	Baden-Württemberg	186901	185006	146174	135877	146174	135877	144650	134247	144785	134506	55752	69312	56265	67251	17958	26909	19397	23266	7860	4424	8889	5770	29214	18298	21768	16571					14673	3320	16443	7047	13669	3674	14899	5200
295	Zollernalb – Sigmaringen	Baden-Württemberg	183202	184370	139544	132905	139544	132905	137190	130191	137726	131061	61693	78966	52282	69176	19715	23684	19446	22447	6450	5460	7061	5359	17488	10802	15799	11008					12696	3069	18397	7393	18607		18813	6161
296	Saarbrücken	Saarland	199887	204905	147602	142400	147602	142400	145298	139051	145431	139335	45664	51324	41395	46513	46689	50286	38322	43329	19262	15202	21669	16268	8782	7422	11748	10910					7672	2410	11753	6246	12950	5686	14043	6575
297	Saarlouis	Saarland	207500	211529	160371	154287	160371	154287	157949	149927	157540	149930	60069	66694	52949	60052	50659	52303	42469	46037	17136	10936	20314	13458	5532	5577	8597	7873					6069	1872	12054	5480	14213	6418	15497	7645
298	St. Wendel	Saarland	177468	181521	141378	138097	141378	138097	138758	134056	138710	134193	57982	60865	50667	54911	42126	44868	38374	40861	13582	10247	15686	12139	4677	3793	6661	6088					6514	2221	9567	4514	11645	6365	12628	7287
299	Homburg	Saarland	192408	198117	145990	142644	145990	142644	143322	138915	143523	139102	48102	55250	44536	50892	45017	52266	39726	44365	15725	12592	17770	14180	7129	4954	8114	7127					7369	1890	11094	5266	15768	6443	16744	7784
